date,store_id,sku_id,customer_id,quantity,unit_price,total_value,channel,discount_pct
2024-04-17,6,1073,,2,120.38,240.76,Store,0.0
2022-06-03,2,1178,,3,23.94,71.82,Store,0.0
2021-02-16,25,1106,4964.0,2,9.59,19.18,Amazon.ae,15.0
2021-05-18,47,1185,,3,77.39,232.17,MobileApp,0.0
2025-01-13,2,1033,3031.0,5,32.44,162.2,Store,0.0
2025-10-14,32,1173,2687.0,1,163.58,163.58,Store,0.0
2021-12-25,4,1184,1820.0,2,22.41,44.82,Store,0.0
2025-04-10,15,1167,4949.0,4,44.15,176.6,Store,0.0
2022-01-07,48,1084,2196.0,3,47.89,143.67,Store,0.0
2025-05-26,24,1156,4302.0,1,33.95,33.95,MobileApp,0.0
2022-10-15,38,1129,3043.0,2,152.84,305.68,Store,0.0
2023-08-20,26,1115,2464.0,2,44.22,88.44,Store,0.0
2021-03-03,50,1172,,4,113.45,453.8,Website,0.0
2022-04-05,34,1085,1238.0,4,19.97,79.88,Website,25.0
2021-12-23,45,1179,3216.0,2,28.84,57.68,Store,0.0
2022-08-08,21,1169,611.0,3,5.48,16.44,Store,10.0
2022-09-03,33,1084,2498.0,4,47.89,191.56,Store,0.0
2022-12-19,42,1069,3454.0,3,38.3,114.9,MobileApp,0.0
2021-12-18,30,1046,127.0,1,58.19,58.19,Store,0.0
2023-05-28,4,1193,1569.0,2,13.87,27.74,Store,0.0
2023-11-08,28,1045,2820.0,2,141.21,282.42,Store,0.0
2021-01-29,43,1092,4994.0,3,28.19,84.57,Store,0.0
2024-02-26,7,1140,1982.0,6,30.47,182.82,Store,15.0
2022-10-07,3,1054,3405.0,3,9.86,29.58,MobileApp,0.0
2023-02-04,5,1062,940.0,3,24.8,74.4,Website,15.0
2023-05-05,50,1129,3371.0,2,152.84,305.68,Store,0.0
2025-03-17,32,1017,279.0,6,43.23,259.38,Store,0.0
2022-12-05,12,1024,1886.0,3,8.79,26.37,Store,0.0
2024-12-29,24,1061,,1,53.82,53.82,Store,0.0
2021-09-04,43,1049,2265.0,3,118.16,354.48,Store,0.0
2022-06-04,48,1162,,1,26.4,26.4,Website,0.0
2021-11-13,18,1090,4745.0,2,36.54,73.08,Store,0.0
2024-02-14,7,1144,4949.0,1,12.29,12.29,Amazon.ae,15.0
2024-05-15,17,1129,3920.0,2,152.84,305.68,MobileApp,0.0
2023-01-26,21,1067,4049.0,3,42.13,126.39,Website,15.0
2023-01-03,20,1008,85.0,5,43.94,219.7,Store,0.0
2023-09-08,16,1132,1294.0,2,34.78,69.56,Store,0.0
2021-07-26,1,1189,,1,77.99,77.99,Store,0.0
2024-04-18,38,1019,4145.0,1,211.86,211.86,Store,0.0
2024-06-25,25,1037,2977.0,3,178.57,535.71,Website,0.0
2025-03-27,15,1088,3733.0,4,21.16,84.64,Website,0.0
2022-07-02,17,1166,51.0,3,44.39,133.17,Amazon.ae,10.0
2025-04-05,29,1024,3936.0,2,8.79,17.58,Store,0.0
2023-04-27,8,1131,3688.0,1,23.47,23.47,Website,0.0
2025-04-05,13,1118,,4,23.7,94.8,Website,0.0
2021-07-16,15,1004,1918.0,2,22.34,44.68,Website,10.0
2023-06-11,16,1009,677.0,3,90.95,272.85,Store,0.0
2022-02-06,7,1111,,3,12.56,37.68,Website,0.0
2023-01-01,28,1100,,3,15.48,46.44,Amazon.ae,15.0
2023-08-06,33,1130,2496.0,4,16.86,67.44,MobileApp,0.0
2025-06-06,46,1058,4707.0,4,45.07,180.28,Website,0.0
2025-01-08,49,1137,3689.0,3,6.72,20.16,Store,0.0
2021-03-11,1,1105,4708.0,1,17.04,17.04,Website,0.0
2024-08-12,45,1050,1606.0,4,17.84,71.36,MobileApp,0.0
2023-08-16,29,1006,1464.0,6,10.1,60.6,Store,20.0
2023-12-10,49,1161,1316.0,1,82.66,82.66,Store,0.0
2023-08-05,30,1137,2513.0,2,6.72,13.44,Website,0.0
2024-05-30,8,1088,,4,21.16,84.64,Amazon.ae,0.0
2025-07-14,9,1044,4233.0,5,19.61,98.05,Amazon.ae,10.0
2024-08-03,23,1182,,2,14.02,28.04,Website,0.0
2023-08-27,23,1061,1296.0,4,53.82,215.28,Store,0.0
2022-05-03,34,1142,,6,15.64,93.84,Website,0.0
2021-05-29,26,1172,2776.0,1,113.45,113.45,MobileApp,0.0
2025-01-30,49,1044,3878.0,1,21.79,21.79,Amazon.ae,0.0
2021-12-17,31,1176,3088.0,1,6.83,6.83,Store,0.0
2023-05-28,45,1053,1940.0,1,11.65,11.65,Store,0.0
2021-10-27,14,1083,,3,13.88,41.64,Noon,0.0
2024-04-11,11,1084,4878.0,2,38.31,76.62,Store,20.0
2021-11-05,15,1108,,1,39.32,39.32,Store,0.0
2022-06-27,30,1071,,4,5.49,21.96,MobileApp,0.0
2022-10-20,21,1057,2579.0,1,26.94,26.94,Store,0.0
2021-08-22,18,1049,,6,106.34,638.04,Website,10.0
2024-08-31,15,1070,4221.0,4,42.19,168.76,Store,0.0
2023-09-29,15,1075,1374.0,1,13.37,13.37,Store,0.0
2021-12-14,43,1063,,3,16.22,48.66,Store,0.0
2022-04-09,13,1048,,4,10.4,41.6,Website,25.0
2023-03-31,8,1039,1814.0,1,25.91,25.91,Website,0.0
2022-11-29,6,1172,,1,113.45,113.45,Store,0.0
2022-02-21,13,1034,,1,43.17,43.17,Store,25.0
2022-07-04,6,1095,4311.0,4,18.83,75.32,Website,10.0
2021-01-20,5,1120,3174.0,5,39.47,197.35,MobileApp,15.0
2024-08-23,30,1130,1957.0,3,15.17,45.51,MobileApp,10.0
2023-09-19,28,1118,,1,23.7,23.7,Store,0.0
2024-11-07,19,1001,,4,164.56,658.24,Store,0.0
2025-03-21,14,1010,1956.0,1,16.43,16.43,Store,0.0
2022-02-22,3,1076,3821.0,6,16.82,100.92,MobileApp,25.0
2021-06-29,12,1072,3912.0,2,238.26,476.52,Store,0.0
2023-01-22,32,1123,4375.0,1,8.35,8.35,MobileApp,15.0
2022-06-18,34,1037,2387.0,1,178.57,178.57,Store,0.0
2021-05-10,39,1171,,5,31.25,156.25,MobileApp,25.0
2025-09-20,20,1200,3156.0,2,7.49,14.98,Noon,0.0
2025-01-09,10,1186,2915.0,2,4.64,9.28,Website,15.0
2022-06-20,33,1079,1548.0,1,5.2,5.2,Store,0.0
2023-02-03,11,1012,3990.0,5,14.1,70.5,Website,0.0
2025-03-01,42,1159,,5,178.08,890.4,Store,0.0
2022-05-26,42,1056,4963.0,1,5.98,5.98,Store,0.0
2021-01-22,27,1017,3844.0,4,36.75,147.0,Amazon.ae,15.0
2022-09-13,41,1168,,3,19.12,57.36,Website,0.0
2024-02-15,19,1177,4274.0,1,2.84,2.84,MobileApp,0.0
2023-02-19,24,1184,934.0,3,19.05,57.15,Store,15.0
2021-10-16,13,1140,4046.0,3,35.85,107.55,Store,0.0
2024-05-21,28,1113,,2,25.29,50.58,Store,0.0
2021-03-21,38,1076,,3,22.42,67.26,Store,0.0
2025-07-16,26,1075,1873.0,3,13.37,40.11,Website,0.0
2021-03-21,31,1119,,1,36.07,36.07,Noon,0.0
2021-07-06,3,1063,3511.0,1,16.22,16.22,Website,0.0
2023-04-23,21,1004,1858.0,5,18.62,93.1,MobileApp,25.0
2025-06-21,50,1179,454.0,1,28.84,28.84,Noon,0.0
2024-05-26,8,1095,981.0,3,20.92,62.76,Store,0.0
2023-01-07,29,1179,,1,24.51,24.51,Website,15.0
2022-01-26,39,1143,4595.0,5,12.91,64.55,Store,25.0
2024-08-27,50,1113,458.0,6,22.76,136.56,Store,10.0
2021-07-28,37,1198,2467.0,3,23.32,69.96,Website,10.0
2023-01-19,9,1102,,1,18.31,18.31,Store,15.0
2024-02-02,4,1187,4876.0,3,60.65,181.95,Amazon.ae,15.0
2023-06-04,6,1110,4963.0,2,18.41,36.82,Website,0.0
2022-04-17,20,1084,1145.0,4,35.92,143.68,Website,25.0
2021-06-26,27,1088,,1,21.16,21.16,Store,0.0
2023-10-16,6,1090,2592.0,2,36.54,73.08,Website,0.0
2024-06-08,36,1188,286.0,3,20.38,61.14,Store,0.0
2022-12-11,13,1117,1266.0,1,9.94,9.94,Website,0.0
2023-11-04,23,1073,,1,120.38,120.38,Store,0.0
2025-03-24,24,1190,2419.0,2,14.18,28.36,MobileApp,30.0
2025-03-15,42,1047,968.0,5,25.28,126.4,Amazon.ae,30.0
2022-05-01,18,1002,,3,10.3,30.9,Website,25.0
2023-10-30,31,1183,87.0,1,133.79,133.79,Store,0.0
2024-04-24,38,1171,893.0,2,41.67,83.34,Website,0.0
2025-08-10,41,1129,2628.0,1,137.56,137.56,Website,10.0
2023-01-15,46,1112,3039.0,4,8.82,35.28,Website,15.0
2023-03-26,39,1170,2618.0,1,17.04,17.04,Website,20.0
2025-03-08,34,1128,2644.0,1,18.61,18.61,Amazon.ae,30.0
2025-06-18,42,1026,,1,5.7,5.7,Website,0.0
2025-03-18,32,1092,,1,19.73,19.73,Store,30.0
2024-01-21,40,1008,4824.0,5,43.94,219.7,Amazon.ae,0.0
2024-07-19,43,1079,4000.0,1,4.68,4.68,MobileApp,10.0
2024-04-19,21,1171,3015.0,1,41.67,41.67,MobileApp,0.0
2024-01-21,29,1089,2545.0,5,56.06,280.3,Store,15.0
2025-06-04,28,1077,1009.0,1,47.6,47.6,Store,0.0
2025-10-27,19,1124,3872.0,1,23.62,23.62,Website,0.0
2021-01-23,46,1052,,2,16.68,33.36,Website,0.0
2021-10-22,9,1198,1802.0,1,25.91,25.91,Website,0.0
2022-03-09,4,1130,,3,16.86,50.58,Website,0.0
2022-04-21,29,1047,971.0,3,27.08,81.24,Store,25.0
2025-06-27,20,1063,,1,16.22,16.22,Store,0.0
2023-09-30,8,1129,2308.0,4,152.84,611.36,Website,0.0
2022-12-12,32,1073,3323.0,1,120.38,120.38,Store,0.0
2024-03-05,11,1066,2928.0,2,49.78,99.56,Store,0.0
2024-04-15,44,1133,866.0,1,33.85,33.85,Website,0.0
2022-02-03,13,1093,2909.0,4,7.98,31.92,Store,0.0
2024-01-21,30,1033,3191.0,5,27.57,137.85,Website,15.0
2024-11-30,30,1141,,1,8.45,8.45,MobileApp,0.0
2025-10-11,30,1025,1855.0,1,8.48,8.48,Website,0.0
2021-09-17,22,1090,4916.0,1,36.54,36.54,Website,0.0
2021-01-18,42,1163,268.0,2,31.78,63.56,Noon,15.0
2023-10-15,24,1145,1670.0,1,11.46,11.46,Website,0.0
2023-06-20,30,1064,3008.0,3,17.68,53.04,Store,0.0
2025-10-21,26,1050,877.0,1,17.84,17.84,Website,0.0
2021-07-17,17,1133,2752.0,3,33.85,101.55,Noon,0.0
2021-07-02,45,1160,,3,5.56,16.68,Amazon.ae,10.0
2023-03-09,12,1174,4177.0,1,240.85,240.85,Website,0.0
2023-04-04,3,1163,2356.0,1,29.91,29.91,Noon,20.0
2022-07-24,18,1066,3296.0,5,44.8,224.0,Website,10.0
2021-07-03,49,1076,3312.0,2,22.42,44.84,Noon,0.0
2023-09-01,42,1146,1259.0,3,20.29,60.87,Store,0.0
2022-08-30,17,1069,,1,38.3,38.3,MobileApp,0.0
2021-12-26,14,1157,,1,14.63,14.63,Website,0.0
2022-11-07,25,1094,,1,23.5,23.5,Store,0.0
2021-12-10,17,1200,3381.0,1,7.49,7.49,MobileApp,0.0
2021-08-22,13,1148,1518.0,1,48.25,48.25,Website,10.0
2022-01-29,50,1132,,4,26.08,104.32,Amazon.ae,25.0
2024-06-09,38,1105,4201.0,1,17.04,17.04,Website,0.0
2025-04-26,4,1073,769.0,1,120.38,120.38,Website,0.0
2025-03-15,6,1017,4899.0,6,30.26,181.56,MobileApp,30.0
2024-06-18,45,1071,,4,3.84,15.36,Website,30.0
2024-05-25,16,1195,2656.0,1,20.92,20.92,MobileApp,0.0
2025-01-21,42,1008,2923.0,3,37.35,112.05,Store,15.0
2021-07-20,18,1159,4063.0,2,160.27,320.54,Store,10.0
2022-01-11,37,1113,3716.0,2,18.97,37.94,MobileApp,25.0
2021-07-18,17,1166,,5,49.32,246.6,Website,0.0
2024-01-23,15,1118,,1,23.7,23.7,Website,0.0
2021-05-16,32,1147,,1,20.74,20.74,Store,0.0
2025-08-20,7,1005,389.0,4,15.93,63.72,Store,10.0
2025-08-23,30,1087,,6,8.48,50.88,Amazon.ae,10.0
2024-05-19,34,1037,,1,178.57,178.57,MobileApp,0.0
2023-03-03,27,1022,2627.0,2,54.82,109.64,Store,0.0
2025-04-11,15,1112,,1,10.38,10.38,MobileApp,0.0
2021-05-17,18,1003,2530.0,3,12.0,36.0,Website,0.0
2025-07-12,30,1178,3079.0,1,21.55,21.55,Store,10.0
2023-08-27,37,1026,3050.0,2,4.56,9.12,Store,20.0
2025-04-09,16,1090,1858.0,2,36.54,73.08,Store,0.0
2025-03-20,15,1157,2711.0,4,14.63,58.52,Website,0.0
2025-06-29,16,1009,4937.0,1,90.95,90.95,Website,0.0
2023-09-19,23,1084,1027.0,4,47.89,191.56,Website,0.0
2025-01-04,10,1099,,3,42.36,127.08,MobileApp,15.0
2021-05-24,21,1165,,1,17.3,17.3,MobileApp,0.0
2025-03-16,48,1006,4523.0,3,12.62,37.86,Store,0.0
2023-11-11,12,1124,3502.0,3,23.62,70.86,Store,0.0
2021-03-27,32,1199,,2,229.89,459.78,Store,0.0
2023-09-15,10,1095,311.0,4,20.92,83.68,Amazon.ae,0.0
2024-04-18,23,1061,2294.0,2,53.82,107.64,Website,0.0
2024-09-07,19,1025,,1,8.48,8.48,Store,0.0
2021-01-23,19,1097,2246.0,5,2.22,11.1,Website,15.0
2021-08-22,1,1168,2067.0,5,19.12,95.6,Website,0.0
2021-06-20,39,1037,2578.0,1,178.57,178.57,Store,0.0
2024-03-22,22,1009,2116.0,5,90.95,454.75,Website,0.0
2024-10-17,36,1129,2575.0,4,152.84,611.36,MobileApp,0.0
2022-07-25,23,1118,,2,21.33,42.66,Website,10.0
2023-01-22,20,1127,1510.0,1,17.37,17.37,Website,15.0
2024-04-10,34,1197,,1,17.58,17.58,Website,0.0
2021-10-07,33,1160,2967.0,2,6.18,12.36,Noon,0.0
2024-09-15,38,1007,,3,67.26,201.78,Store,0.0
2022-02-17,39,1056,,3,5.98,17.94,Website,0.0
2024-05-29,6,1092,,1,28.19,28.19,Store,0.0
2022-03-22,23,1098,239.0,2,103.53,207.06,Website,0.0
2024-09-24,27,1193,,4,13.87,55.48,Store,0.0
2024-12-21,24,1080,2880.0,1,22.25,22.25,Store,0.0
2023-05-28,47,1019,,1,211.86,211.86,Store,0.0
2021-08-06,22,1058,347.0,2,40.56,81.12,MobileApp,10.0
2022-01-24,4,1134,4318.0,4,13.83,55.32,Store,0.0
2024-09-24,36,1096,1811.0,2,113.29,226.58,Amazon.ae,0.0
2021-08-10,14,1176,915.0,3,6.15,18.45,Website,10.0
2021-05-21,13,1072,665.0,1,238.26,238.26,Store,0.0
2025-05-05,30,1067,201.0,2,49.57,99.14,Store,0.0
2021-01-20,8,1150,,6,133.14,798.84,Store,0.0
2022-07-14,47,1191,701.0,4,9.9,39.6,Website,0.0
2023-12-24,12,1162,,1,26.4,26.4,MobileApp,0.0
2023-07-02,30,1130,4230.0,1,16.86,16.86,Website,0.0
2024-01-05,10,1071,974.0,2,4.67,9.34,Website,15.0
2025-05-10,6,1160,3832.0,1,6.18,6.18,Store,0.0
2022-08-08,23,1134,124.0,2,13.83,27.66,Store,0.0
2024-05-10,10,1133,825.0,3,33.85,101.55,MobileApp,0.0
2024-04-20,11,1124,,1,23.62,23.62,Amazon.ae,0.0
2022-09-03,10,1118,,1,23.7,23.7,Website,0.0
2021-07-11,15,1003,3303.0,1,10.8,10.8,Website,10.0
2024-10-02,5,1038,4827.0,1,99.28,99.28,MobileApp,0.0
2024-06-20,10,1008,1291.0,1,43.94,43.94,Noon,0.0
2023-03-30,13,1061,1154.0,5,43.06,215.3,Amazon.ae,20.0
2025-05-17,47,1186,,1,5.46,5.46,Store,0.0
2024-03-29,8,1120,1302.0,6,46.44,278.64,MobileApp,0.0
2024-08-18,47,1191,3246.0,2,8.91,17.82,Amazon.ae,10.0
2022-05-14,25,1196,3509.0,1,29.94,29.94,MobileApp,0.0
2023-10-28,16,1167,,1,44.15,44.15,Store,0.0
2023-09-09,49,1078,2030.0,1,179.73,179.73,Website,0.0
2024-11-19,1,1186,222.0,4,5.46,21.84,Store,0.0
2021-04-08,27,1064,,1,17.68,17.68,Amazon.ae,0.0
2023-06-05,19,1072,,4,238.26,953.04,Store,0.0
2021-11-28,16,1127,4819.0,3,14.3,42.9,Website,30.0
2022-06-20,22,1087,2084.0,2,9.42,18.84,Store,0.0
2022-02-06,11,1126,,1,19.27,19.27,Store,25.0
2022-12-22,46,1123,,2,9.82,19.64,Website,0.0
2021-11-17,46,1148,559.0,3,53.61,160.83,MobileApp,0.0
2023-09-28,5,1069,4859.0,2,38.3,76.6,MobileApp,0.0
2022-08-04,24,1112,2494.0,3,9.34,28.02,Website,10.0
2025-02-24,15,1128,,4,22.59,90.36,MobileApp,15.0
2023-01-06,23,1030,,1,18.73,18.73,Website,15.0
2021-02-28,4,1001,4084.0,2,139.88,279.76,Website,15.0
2022-03-14,23,1144,2758.0,3,14.46,43.38,Store,0.0
2022-08-06,39,1034,1813.0,2,51.8,103.6,Website,10.0
2022-02-28,43,1026,1933.0,4,4.28,17.12,Store,25.0
2022-04-01,14,1181,,2,38.61,77.22,Store,0.0
2024-01-01,5,1005,3463.0,2,17.7,35.4,MobileApp,0.0
2025-03-06,12,1112,2721.0,5,10.38,51.9,Store,0.0
2024-11-17,17,1197,4616.0,2,17.58,35.16,Store,0.0
2021-01-12,38,1161,,1,70.26,70.26,Store,15.0
2022-07-01,28,1111,3002.0,4,12.56,50.24,Website,0.0
2025-10-10,29,1146,1071.0,2,20.29,40.58,Store,0.0
2025-10-02,2,1158,1960.0,1,7.27,7.27,Store,0.0
2021-05-22,6,1182,2436.0,2,14.02,28.04,Store,0.0
2023-01-19,43,1026,4846.0,1,5.7,5.7,Amazon.ae,0.0
2023-08-27,27,1110,,4,14.73,58.92,MobileApp,20.0
2023-08-31,40,1063,,3,16.22,48.66,MobileApp,0.0
2022-07-05,8,1036,404.0,6,80.53,483.18,Store,10.0
2025-03-01,4,1019,1964.0,4,148.3,593.2,MobileApp,30.0
2022-05-13,39,1061,2401.0,3,53.82,161.46,Website,0.0
2022-12-01,43,1187,2461.0,6,64.22,385.32,MobileApp,10.0
2021-08-02,25,1178,380.0,4,23.94,95.76,Store,0.0
2021-10-19,29,1076,,1,22.42,22.42,Store,0.0
2024-02-09,9,1103,429.0,1,38.39,38.39,Website,0.0
2025-03-09,10,1025,2083.0,1,8.48,8.48,Store,0.0
2023-08-21,49,1173,1652.0,1,130.86,130.86,Store,20.0
2024-03-06,18,1064,2277.0,1,17.68,17.68,Store,0.0
2024-12-11,23,1091,2530.0,3,8.74,26.22,Store,0.0
2022-09-20,7,1127,1257.0,1,20.43,20.43,Website,0.0
2024-08-03,15,1176,,3,6.15,18.45,MobileApp,10.0
2022-02-11,48,1157,1123.0,3,14.63,43.89,Store,0.0
2021-05-04,33,1196,10.0,2,22.46,44.92,Website,25.0
2025-06-16,19,1113,,1,25.29,25.29,Store,0.0
2025-03-16,13,1178,15.0,3,23.94,71.82,Website,0.0
2024-03-02,35,1037,,2,178.57,357.14,Store,0.0
2021-04-07,48,1168,2980.0,2,19.12,38.24,Website,0.0
2021-10-18,6,1118,1001.0,1,23.7,23.7,Website,0.0
2021-09-14,7,1047,2419.0,1,36.11,36.11,Store,0.0
2021-06-02,3,1105,1671.0,1,17.04,17.04,Store,0.0
2025-03-21,25,1067,3573.0,2,34.7,69.4,Website,30.0
2025-01-13,7,1164,431.0,1,166.8,166.8,Amazon.ae,15.0
2023-07-30,22,1138,1066.0,4,37.02,148.08,Store,20.0
2023-04-27,25,1132,,4,34.78,139.12,Store,0.0
2021-03-20,3,1045,4890.0,1,141.21,141.21,Website,0.0
2021-02-04,16,1166,4195.0,1,41.92,41.92,MobileApp,15.0
2024-05-05,28,1047,,3,36.11,108.33,Amazon.ae,0.0
2023-05-28,22,1057,1179.0,2,26.94,53.88,Store,0.0
2021-03-17,42,1048,,1,13.87,13.87,Store,0.0
2023-07-10,44,1163,,5,37.39,186.95,Store,0.0
2021-06-25,40,1056,4803.0,1,5.98,5.98,Store,0.0
2025-08-24,12,1013,2277.0,5,32.07,160.35,Amazon.ae,10.0
2023-03-26,25,1133,3555.0,1,27.08,27.08,Store,20.0
2021-01-05,35,1120,4502.0,3,39.47,118.41,Store,15.0
2024-05-31,36,1135,2266.0,3,50.49,151.47,Store,0.0
2022-08-18,37,1131,3205.0,1,23.47,23.47,Store,0.0
2022-11-30,49,1019,4089.0,3,211.86,635.58,Store,0.0
2021-03-14,7,1113,3549.0,2,25.29,50.58,Store,0.0
2023-09-01,11,1065,1727.0,3,177.83,533.49,Website,0.0
2025-05-06,11,1037,,3,178.57,535.71,Noon,0.0
2023-03-29,19,1033,25.0,3,25.95,77.85,Website,20.0
2023-08-12,44,1150,2274.0,2,133.14,266.28,Website,0.0
2022-12-21,16,1048,,2,13.87,27.74,Store,0.0
2025-09-30,50,1121,3482.0,1,31.88,31.88,Store,0.0
2022-10-02,27,1060,4018.0,1,37.82,37.82,Amazon.ae,0.0
2024-11-02,48,1033,4773.0,4,32.44,129.76,Website,0.0
2024-02-22,15,1129,3452.0,1,129.91,129.91,Website,15.0
2021-02-11,13,1037,4583.0,5,178.57,892.85,Website,0.0
2022-12-22,36,1012,2169.0,4,14.1,56.4,Store,0.0
2022-12-04,14,1128,,3,26.58,79.74,Store,0.0
2024-01-04,30,1167,1812.0,3,37.53,112.59,Website,15.0
2022-12-04,28,1089,3279.0,3,65.95,197.85,Amazon.ae,0.0
2025-01-23,36,1169,276.0,4,6.09,24.36,Website,0.0
2025-01-04,19,1001,,4,139.88,559.52,Website,15.0
2022-01-09,4,1104,4191.0,1,15.84,15.84,Store,25.0
2021-10-07,25,1055,1634.0,1,11.14,11.14,Store,0.0
2022-01-07,37,1160,2590.0,2,6.18,12.36,Store,0.0
2024-07-28,48,1048,1721.0,6,12.48,74.88,MobileApp,10.0
2021-11-30,38,1053,1543.0,1,11.65,11.65,Store,0.0
2023-04-12,22,1184,3135.0,3,17.93,53.79,MobileApp,20.0
2022-09-03,30,1158,130.0,1,7.27,7.27,Store,0.0
2022-03-23,19,1145,2894.0,3,11.46,34.38,Store,0.0
2023-12-08,25,1090,2720.0,4,36.54,146.16,Store,0.0
2022-03-18,23,1034,2448.0,1,57.56,57.56,Store,0.0
2025-07-15,38,1171,193.0,3,41.67,125.01,Store,0.0
2021-07-24,34,1161,4080.0,4,82.66,330.64,Website,0.0
2023-03-25,45,1198,4375.0,1,25.91,25.91,Store,0.0
2025-08-30,35,1164,931.0,5,176.62,883.1,MobileApp,10.0
2025-01-16,1,1046,3135.0,5,49.46,247.3,Website,15.0
2025-02-06,41,1054,4871.0,1,9.86,9.86,Store,0.0
2024-06-06,4,1004,1660.0,4,24.82,99.28,Website,0.0
2023-02-08,4,1121,,1,27.1,27.1,MobileApp,15.0
2021-05-08,27,1121,,5,31.88,159.4,MobileApp,0.0
2022-04-02,27,1002,4388.0,1,13.73,13.73,Store,0.0
2024-09-27,28,1087,4736.0,2,9.42,18.84,Store,0.0
2023-07-06,39,1150,,1,133.14,133.14,MobileApp,0.0
2022-10-02,49,1125,1768.0,1,26.97,26.97,Store,0.0
2024-12-16,4,1168,1867.0,2,19.12,38.24,Store,0.0
2023-11-05,43,1108,3788.0,2,39.32,78.64,Amazon.ae,0.0
2021-06-16,13,1053,,2,11.65,23.3,Website,0.0
2022-06-03,48,1084,1266.0,1,47.89,47.89,MobileApp,0.0
2023-06-16,37,1161,2520.0,1,82.66,82.66,Store,0.0
2024-08-04,33,1176,3234.0,5,6.83,34.15,MobileApp,0.0
2021-12-28,11,1098,1259.0,3,103.53,310.59,Amazon.ae,0.0
2024-01-21,6,1168,231.0,6,16.25,97.5,Amazon.ae,15.0
2021-12-27,11,1197,4976.0,2,17.58,35.16,MobileApp,0.0
2025-09-03,28,1166,128.0,2,49.32,98.64,Website,0.0
2025-08-22,45,1068,,1,85.58,85.58,Amazon.ae,10.0
2024-09-08,41,1066,393.0,1,49.78,49.78,Store,0.0
2021-02-01,32,1038,2106.0,5,84.39,421.95,Website,15.0
2023-01-19,30,1182,2999.0,4,14.02,56.08,Noon,0.0
2024-02-24,15,1066,,4,42.31,169.24,Store,15.0
2023-05-10,42,1071,4291.0,2,5.49,10.98,Store,0.0
2023-02-12,30,1006,2068.0,2,10.73,21.46,Store,15.0
2021-03-13,40,1024,161.0,2,8.79,17.58,MobileApp,0.0
2025-01-16,25,1022,3128.0,6,54.82,328.92,Website,0.0
2024-01-06,30,1083,2029.0,2,11.8,23.6,MobileApp,15.0
2021-03-03,14,1199,3763.0,1,229.89,229.89,Amazon.ae,0.0
2021-10-26,29,1110,4791.0,3,18.41,55.23,Website,0.0
2021-06-30,25,1004,2792.0,2,24.82,49.64,Amazon.ae,0.0
2021-10-27,49,1119,877.0,2,36.07,72.14,Store,0.0
2022-05-25,32,1092,,1,28.19,28.19,Store,0.0
2025-05-04,3,1138,4938.0,3,46.28,138.84,Store,0.0
2021-02-15,8,1172,2350.0,4,96.43,385.72,MobileApp,15.0
